Instrument,DateStamp,TimeStamp
W20,2016-07-01,09:07:17
W20,2016-07-01,09:07:17
W20,2016-07-01,09:07:21
W20,2016-07-01,09:07:21
W20,2016-07-01,09:07:22
W20,2016-07-01,09:07:22
W20,2016-07-01,09:07:27
W20,2016-07-01,09:07:27
W20,2016-07-01,09:07:48
W20,2016-07-01,09:07:48
W20,2016-07-01,09:07:50
W20,2016-07-01,09:07:50
W20,2016-07-01,09:08:06
W20,2016-07-01,09:08:06
W20,2016-07-01,09:08:14
W20,2016-07-01,09:08:14
W20,2016-07-01,09:08:15
W20,2016-07-01,09:08:15
W20,2016-07-01,09:08:43
W20,2016-07-01,09:08:43
W20,2016-07-01,09:08:44
W20,2016-07-01,09:08:44
W20,2016-07-01,09:09:14
W20,2016-07-01,09:09:14
W20,2016-07-01,09:09:17
W20,2016-07-01,09:09:17
W20,2016-07-01,09:09:28
W20,2016-07-01,09:09:28
W20,2016-07-01,09:09:29
W20,2016-07-01,09:09:29
W20,2016-07-01,09:09:30
W20,2016-07-01,09:09:30
W20,2016-07-01,09:09:30
W20,2016-07-01,09:09:30
W20,2016-07-01,09:09:40
W20,2016-07-01,09:09:40
W20,2016-07-01,09:09:40
W20,2016-07-01,09:09:40
W20,2016-07-01,09:09:42
W20,2016-07-01,09:09:42
W20,2016-07-01,09:10:07
W20,2016-07-01,09:10:07
W20,2016-07-01,09:10:18
W20,2016-07-01,09:10:18
W20,2016-07-01,09:10:28
W20,2016-07-01,09:10:28
W20,2016-07-01,09:10:30
W20,2016-07-01,09:10:30
W20,2016-07-01,09:10:40
W20,2016-07-01,09:10:40
W20,2016-07-01,09:11:18
W20,2016-07-01,09:11:18
W20,2016-07-01,09:11:20
W20,2016-07-01,09:11:20
W20,2016-07-01,09:11:23
W20,2016-07-01,09:11:23
W20,2016-07-01,09:11:23
W20,2016-07-01,09:11:23
W20,2016-07-01,09:12:37
W20,2016-07-01,09:12:37
W20,2016-07-01,09:13:05
W20,2016-07-01,09:13:05
W20,2016-07-01,09:13:18
W20,2016-07-01,09:13:18
W20,2016-07-01,09:13:21
W20,2016-07-01,09:13:21
W20,2016-07-01,09:13:28
W20,2016-07-01,09:13:28
W20,2016-07-01,09:13:29
W20,2016-07-01,09:13:29
W20,2016-07-01,09:13:33
W20,2016-07-01,09:13:33
W20,2016-07-01,09:13:36
W20,2016-07-01,09:13:36
W20,2016-07-01,09:13:41
W20,2016-07-01,09:13:41
W20,2016-07-01,09:13:43
W20,2016-07-01,09:13:43
W20,2016-07-01,09:13:43
W20,2016-07-01,09:13:43
W20,2016-07-01,09:13:44
W20,2016-07-01,09:13:44
W20,2016-07-01,09:13:47
W20,2016-07-01,09:13:47
W20,2016-07-01,09:13:50
W20,2016-07-01,09:13:50
W20,2016-07-01,09:14:07
W20,2016-07-01,09:14:07
W20,2016-07-01,09:14:10
W20,2016-07-01,09:14:10
W20,2016-07-01,09:14:41
W20,2016-07-01,09:14:41
W20,2016-07-01,09:14:42
W20,2016-07-01,09:14:42
W20,2016-07-01,09:14:46
W20,2016-07-01,09:14:46
W20,2016-07-01,09:15:24
W20,2016-07-01,09:15:24
W20,2016-07-01,09:15:44
W20,2016-07-01,09:15:44
W20,2016-07-01,09:15:54
W20,2016-07-01,09:15:54
W20,2016-07-01,09:16:26
W20,2016-07-01,09:16:26
W20,2016-07-01,09:16:30
W20,2016-07-01,09:16:30
W20,2016-07-01,09:16:59
W20,2016-07-01,09:16:59
W20,2016-07-01,09:16:59
W20,2016-07-01,09:16:59
W20,2016-07-01,09:17:00
W20,2016-07-01,09:17:00
W20,2016-07-01,09:17:00
W20,2016-07-01,09:17:00
W20,2016-07-01,09:17:30
W20,2016-07-01,09:17:30
W20,2016-07-01,09:17:42
W20,2016-07-01,09:17:42
W20,2016-07-01,09:17:48
W20,2016-07-01,09:17:48
W20,2016-07-01,09:17:54
W20,2016-07-01,09:17:54
W20,2016-07-01,09:17:58
W20,2016-07-01,09:17:58
W20,2016-07-01,09:18:28
W20,2016-07-01,09:18:28
W20,2016-07-01,09:18:57
W20,2016-07-01,09:18:57
W20,2016-07-01,09:18:57
W20,2016-07-01,09:18:57
W20,2016-07-01,09:19:03
W20,2016-07-01,09:19:03
W20,2016-07-01,09:19:33
W20,2016-07-01,09:19:33
W20,2016-07-01,09:19:40
W20,2016-07-01,09:19:40
W20,2016-07-01,09:20:35
W20,2016-07-01,09:20:35
W20,2016-07-01,09:21:25
W20,2016-07-01,09:21:25
W20,2016-07-01,09:21:26
W20,2016-07-01,09:21:26
W20,2016-07-01,09:22:03
W20,2016-07-01,09:22:03
W20,2016-07-01,09:22:25
W20,2016-07-01,09:22:25
W20,2016-07-01,09:22:30
W20,2016-07-01,09:22:30
W20,2016-07-01,09:23:53
W20,2016-07-01,09:23:53
W20,2016-07-01,09:24:15
W20,2016-07-01,09:24:15
W20,2016-07-01,09:24:27
W20,2016-07-01,09:24:27
W20,2016-07-01,09:24:55
W20,2016-07-01,09:24:55
W20,2016-07-01,09:24:56
W20,2016-07-01,09:24:56
W20,2016-07-01,09:24:58
W20,2016-07-01,09:24:58
W20,2016-07-01,09:25:02
W20,2016-07-01,09:25:02
W20,2016-07-01,09:25:47
W20,2016-07-01,09:25:47
W20,2016-07-01,09:26:45
W20,2016-07-01,09:26:45
W20,2016-07-01,09:27:13
W20,2016-07-01,09:27:13
W20,2016-07-01,09:27:22
W20,2016-07-01,09:27:22
W20,2016-07-01,09:27:24
W20,2016-07-01,09:27:24
W20,2016-07-01,09:27:26
W20,2016-07-01,09:27:26
W20,2016-07-01,09:27:36
W20,2016-07-01,09:27:36
W20,2016-07-01,09:27:37
W20,2016-07-01,09:27:37
W20,2016-07-01,09:27:44
W20,2016-07-01,09:27:44
W20,2016-07-01,09:27:49
W20,2016-07-01,09:27:49
W20,2016-07-01,09:27:50
W20,2016-07-01,09:27:50
W20,2016-07-01,09:27:59
W20,2016-07-01,09:27:59
W20,2016-07-01,09:28:00
W20,2016-07-01,09:28:00
W20,2016-07-01,09:28:05
W20,2016-07-01,09:28:05
W20,2016-07-01,09:28:11
W20,2016-07-01,09:28:11
W20,2016-07-01,09:28:36
W20,2016-07-01,09:28:36
W20,2016-07-01,09:28:36
W20,2016-07-01,09:28:36
W20,2016-07-01,09:28:50
W20,2016-07-01,09:28:50
W20,2016-07-01,09:28:50
W20,2016-07-01,09:28:50
W20,2016-07-01,09:29:38
W20,2016-07-01,09:29:38
W20,2016-07-01,09:29:47
W20,2016-07-01,09:29:47
W20,2016-07-01,09:29:48
W20,2016-07-01,09:29:48
W20,2016-07-01,09:30:20
W20,2016-07-01,09:30:20
W20,2016-07-01,09:30:26
W20,2016-07-01,09:30:26
W20,2016-07-01,09:30:29
W20,2016-07-01,09:30:29
W20,2016-07-01,09:30:33
W20,2016-07-01,09:30:33
W20,2016-07-01,09:30:36
W20,2016-07-01,09:30:36
W20,2016-07-01,09:30:44
W20,2016-07-01,09:30:44
W20,2016-07-01,09:30:49
W20,2016-07-01,09:30:49
W20,2016-07-01,09:30:54
W20,2016-07-01,09:30:54
W20,2016-07-01,09:32:44
W20,2016-07-01,09:32:44
W20,2016-07-01,09:32:57
W20,2016-07-01,09:32:57
W20,2016-07-01,09:33:54
W20,2016-07-01,09:33:54
W20,2016-07-01,09:34:08
W20,2016-07-01,09:34:08
W20,2016-07-01,09:34:59
W20,2016-07-01,09:34:59
W20,2016-07-01,09:35:07
W20,2016-07-01,09:35:07
W20,2016-07-01,09:35:38
W20,2016-07-01,09:35:38
W20,2016-07-01,09:35:40
W20,2016-07-01,09:35:40
W20,2016-07-01,09:35:57
W20,2016-07-01,09:35:57
W20,2016-07-01,09:35:59
W20,2016-07-01,09:35:59
W20,2016-07-01,09:36:00
W20,2016-07-01,09:36:00
W20,2016-07-01,09:36:03
W20,2016-07-01,09:36:03
W20,2016-07-01,09:36:05
W20,2016-07-01,09:36:05
W20,2016-07-01,09:36:15
W20,2016-07-01,09:36:15
W20,2016-07-01,09:36:22
W20,2016-07-01,09:36:22
W20,2016-07-01,09:36:59
W20,2016-07-01,09:36:59
W20,2016-07-01,09:37:07
W20,2016-07-01,09:37:07
W20,2016-07-01,09:37:16
W20,2016-07-01,09:37:16
W20,2016-07-01,09:37:19
W20,2016-07-01,09:37:19
W20,2016-07-01,09:37:41
W20,2016-07-01,09:37:41
W20,2016-07-01,09:37:47
W20,2016-07-01,09:37:47
W20,2016-07-01,09:37:50
W20,2016-07-01,09:37:50
W20,2016-07-01,09:38:00
W20,2016-07-01,09:38:00
W20,2016-07-01,09:38:15
W20,2016-07-01,09:38:15
W20,2016-07-01,09:38:18
W20,2016-07-01,09:38:18
W20,2016-07-01,09:38:18
W20,2016-07-01,09:38:18
W20,2016-07-01,09:38:19
W20,2016-07-01,09:38:19
W20,2016-07-01,09:38:19
W20,2016-07-01,09:38:19
W20,2016-07-01,09:38:21
W20,2016-07-01,09:38:21
W20,2016-07-01,09:38:24
W20,2016-07-01,09:38:24
W20,2016-07-01,09:38:30
W20,2016-07-01,09:38:30
W20,2016-07-01,09:38:31
W20,2016-07-01,09:38:31
W20,2016-07-01,09:38:32
W20,2016-07-01,09:38:32
W20,2016-07-01,09:38:42
W20,2016-07-01,09:38:42
W20,2016-07-01,09:38:44
W20,2016-07-01,09:38:44
W20,2016-07-01,09:39:15
W20,2016-07-01,09:39:15
W20,2016-07-01,09:40:16
W20,2016-07-01,09:40:16
W20,2016-07-01,09:40:25
W20,2016-07-01,09:40:25
W20,2016-07-01,09:40:26
W20,2016-07-01,09:40:26
W20,2016-07-01,09:40:27
W20,2016-07-01,09:40:27
W20,2016-07-01,09:40:28
W20,2016-07-01,09:40:28
W20,2016-07-01,09:40:28
W20,2016-07-01,09:40:28
W20,2016-07-01,09:40:42
W20,2016-07-01,09:40:42
W20,2016-07-01,09:40:44
W20,2016-07-01,09:40:44
W20,2016-07-01,09:40:57
W20,2016-07-01,09:40:57
W20,2016-07-01,09:40:59
W20,2016-07-01,09:40:59
W20,2016-07-01,09:41:00
W20,2016-07-01,09:41:00
W20,2016-07-01,09:41:00
W20,2016-07-01,09:41:00
W20,2016-07-01,09:41:02
W20,2016-07-01,09:41:02
W20,2016-07-01,09:41:03
W20,2016-07-01,09:41:03
W20,2016-07-01,09:41:05
W20,2016-07-01,09:41:05
W20,2016-07-01,09:41:20
W20,2016-07-01,09:41:20
W20,2016-07-01,09:41:21
W20,2016-07-01,09:41:21
W20,2016-07-01,09:41:25
W20,2016-07-01,09:41:25
W20,2016-07-01,09:41:46
W20,2016-07-01,09:41:46
W20,2016-07-01,09:41:47
W20,2016-07-01,09:41:47
W20,2016-07-01,09:41:48
W20,2016-07-01,09:41:48
W20,2016-07-01,09:41:54
W20,2016-07-01,09:41:54
W20,2016-07-01,09:41:58
W20,2016-07-01,09:41:58
W20,2016-07-01,09:43:01
W20,2016-07-01,09:43:01
W20,2016-07-01,09:44:10
W20,2016-07-01,09:44:10
W20,2016-07-01,09:44:13
W20,2016-07-01,09:44:13
W20,2016-07-01,09:44:15
W20,2016-07-01,09:44:15
W20,2016-07-01,09:44:27
W20,2016-07-01,09:44:27
W20,2016-07-01,09:45:36
W20,2016-07-01,09:45:36
W20,2016-07-01,09:46:13
W20,2016-07-01,09:46:13
W20,2016-07-01,09:46:26
W20,2016-07-01,09:46:26
W20,2016-07-01,09:46:36
W20,2016-07-01,09:46:36
W20,2016-07-01,09:46:44
W20,2016-07-01,09:46:44
W20,2016-07-01,09:46:49
W20,2016-07-01,09:46:49
W20,2016-07-01,09:46:51
W20,2016-07-01,09:46:51
W20,2016-07-01,09:46:52
W20,2016-07-01,09:46:52
W20,2016-07-01,09:46:54
W20,2016-07-01,09:46:54
W20,2016-07-01,09:46:57
W20,2016-07-01,09:46:57
W20,2016-07-01,09:46:59
W20,2016-07-01,09:46:59
W20,2016-07-01,09:47:05
W20,2016-07-01,09:47:05
W20,2016-07-01,09:47:12
W20,2016-07-01,09:47:12
W20,2016-07-01,09:47:15
W20,2016-07-01,09:47:15
W20,2016-07-01,09:47:16
W20,2016-07-01,09:47:16
W20,2016-07-01,09:47:24
W20,2016-07-01,09:47:24
W20,2016-07-01,09:47:28
W20,2016-07-01,09:47:28
W20,2016-07-01,09:47:32
W20,2016-07-01,09:47:32
W20,2016-07-01,09:47:43
W20,2016-07-01,09:47:43
W20,2016-07-01,09:47:50
W20,2016-07-01,09:47:50
W20,2016-07-01,09:47:52
W20,2016-07-01,09:47:52
W20,2016-07-01,09:48:18
W20,2016-07-01,09:48:18
W20,2016-07-01,09:48:43
W20,2016-07-01,09:48:43
W20,2016-07-01,09:49:11
W20,2016-07-01,09:49:11
W20,2016-07-01,09:49:52
W20,2016-07-01,09:49:52
W20,2016-07-01,09:50:19
W20,2016-07-01,09:50:19
W20,2016-07-01,09:50:20
W20,2016-07-01,09:50:20
W20,2016-07-01,09:50:25
W20,2016-07-01,09:50:25
W20,2016-07-01,09:50:28
W20,2016-07-01,09:50:28
W20,2016-07-01,09:50:29
W20,2016-07-01,09:50:29
W20,2016-07-01,09:50:30
W20,2016-07-01,09:50:30
W20,2016-07-01,09:50:45
W20,2016-07-01,09:50:45
W20,2016-07-01,09:50:57
W20,2016-07-01,09:50:57
W20,2016-07-01,09:50:58
W20,2016-07-01,09:50:58
W20,2016-07-01,09:51:02
W20,2016-07-01,09:51:02
W20,2016-07-01,09:51:05
W20,2016-07-01,09:51:05
W20,2016-07-01,09:51:27
W20,2016-07-01,09:51:27
W20,2016-07-01,09:51:28
W20,2016-07-01,09:51:28
W20,2016-07-01,09:51:31
W20,2016-07-01,09:51:31
W20,2016-07-01,09:51:34
W20,2016-07-01,09:51:34
W20,2016-07-01,09:51:46
W20,2016-07-01,09:51:46
W20,2016-07-01,09:52:23
W20,2016-07-01,09:52:23
W20,2016-07-01,09:52:42
W20,2016-07-01,09:52:42
W20,2016-07-01,09:54:42
W20,2016-07-01,09:54:42
W20,2016-07-01,09:55:19
W20,2016-07-01,09:55:19
W20,2016-07-01,09:56:21
W20,2016-07-01,09:56:21
W20,2016-07-01,09:56:55
W20,2016-07-01,09:56:55
W20,2016-07-01,09:57:03
W20,2016-07-01,09:57:03
W20,2016-07-01,09:57:05
W20,2016-07-01,09:57:05
W20,2016-07-01,09:57:08
W20,2016-07-01,09:57:08
W20,2016-07-01,09:57:16
W20,2016-07-01,09:57:16
W20,2016-07-01,09:57:17
W20,2016-07-01,09:57:17
W20,2016-07-01,09:59:01
W20,2016-07-01,09:59:01
W20,2016-07-01,09:59:35
W20,2016-07-01,09:59:35
W20,2016-07-01,09:59:38
W20,2016-07-01,09:59:38
W20,2016-07-01,10:00:31
W20,2016-07-01,10:00:31
W20,2016-07-01,10:00:32
W20,2016-07-01,10:00:32
W20,2016-07-01,10:00:36
W20,2016-07-01,10:00:36
W20,2016-07-01,10:00:40
W20,2016-07-01,10:00:40
W20,2016-07-01,10:00:59
W20,2016-07-01,10:00:59
W20,2016-07-01,10:01:00
W20,2016-07-01,10:01:00
W20,2016-07-01,10:01:02
W20,2016-07-01,10:01:02
W20,2016-07-01,10:01:03
W20,2016-07-01,10:01:03
W20,2016-07-01,10:01:04
W20,2016-07-01,10:01:04
W20,2016-07-01,10:01:06
W20,2016-07-01,10:01:06
W20,2016-07-01,10:01:32
W20,2016-07-01,10:01:32
W20,2016-07-01,10:01:41
W20,2016-07-01,10:01:41
W20,2016-07-01,10:02:20
W20,2016-07-01,10:02:20
W20,2016-07-01,10:02:24
W20,2016-07-01,10:02:24
W20,2016-07-01,10:02:46
W20,2016-07-01,10:02:46
W20,2016-07-01,10:02:48
W20,2016-07-01,10:02:48
W20,2016-07-01,10:03:41
W20,2016-07-01,10:03:41
W20,2016-07-01,10:03:56
W20,2016-07-01,10:03:56
W20,2016-07-01,10:04:02
W20,2016-07-01,10:04:02
W20,2016-07-01,10:04:12
W20,2016-07-01,10:04:12
W20,2016-07-01,10:04:16
W20,2016-07-01,10:04:16
W20,2016-07-01,10:04:16
W20,2016-07-01,10:04:16
W20,2016-07-01,10:04:54
W20,2016-07-01,10:04:54
W20,2016-07-01,10:08:36
W20,2016-07-01,10:08:36
W20,2016-07-01,10:08:38
W20,2016-07-01,10:08:38
W20,2016-07-01,10:08:50
W20,2016-07-01,10:08:50
W20,2016-07-01,10:08:54
W20,2016-07-01,10:08:54
W20,2016-07-01,10:10:27
W20,2016-07-01,10:10:27
W20,2016-07-01,10:10:31
W20,2016-07-01,10:10:31
W20,2016-07-01,10:10:33
W20,2016-07-01,10:10:33
W20,2016-07-01,10:10:38
W20,2016-07-01,10:10:38
W20,2016-07-01,10:10:55
W20,2016-07-01,10:10:55
W20,2016-07-01,10:11:01
W20,2016-07-01,10:11:01
W20,2016-07-01,10:11:10
W20,2016-07-01,10:11:10
W20,2016-07-01,10:11:11
W20,2016-07-01,10:11:11
W20,2016-07-01,10:12:02
W20,2016-07-01,10:12:02
W20,2016-07-01,10:12:23
W20,2016-07-01,10:12:23
W20,2016-07-01,10:12:25
W20,2016-07-01,10:12:25
W20,2016-07-01,10:12:28
W20,2016-07-01,10:12:28
W20,2016-07-01,10:12:47
W20,2016-07-01,10:12:47
W20,2016-07-01,10:13:24
W20,2016-07-01,10:13:24
W20,2016-07-01,10:13:30
W20,2016-07-01,10:13:30
W20,2016-07-01,10:13:50
W20,2016-07-01,10:13:50
W20,2016-07-01,10:14:01
W20,2016-07-01,10:14:01
W20,2016-07-01,10:14:04
W20,2016-07-01,10:14:04
W20,2016-07-01,10:14:21
W20,2016-07-01,10:14:21
W20,2016-07-01,10:14:37
W20,2016-07-01,10:14:37
W20,2016-07-01,10:14:41
W20,2016-07-01,10:14:41
W20,2016-07-01,10:15:25
W20,2016-07-01,10:15:25
W20,2016-07-01,10:15:33
W20,2016-07-01,10:15:33
W20,2016-07-01,10:15:41
W20,2016-07-01,10:15:41
W20,2016-07-01,10:15:47
W20,2016-07-01,10:15:47
W20,2016-07-01,10:16:01
W20,2016-07-01,10:16:01
W20,2016-07-01,10:16:05
W20,2016-07-01,10:16:05
W20,2016-07-01,10:16:13
W20,2016-07-01,10:16:13
W20,2016-07-01,10:16:15
W20,2016-07-01,10:16:15
W20,2016-07-01,10:16:16
W20,2016-07-01,10:16:16
W20,2016-07-01,10:16:19
W20,2016-07-01,10:16:19
W20,2016-07-01,10:16:33
W20,2016-07-01,10:16:33
W20,2016-07-01,10:19:49
W20,2016-07-01,10:19:49
W20,2016-07-01,10:19:51
W20,2016-07-01,10:19:51
W20,2016-07-01,10:20:24
W20,2016-07-01,10:20:24
W20,2016-07-01,10:20:25
W20,2016-07-01,10:20:25
W20,2016-07-01,10:20:29
W20,2016-07-01,10:20:29
W20,2016-07-01,10:20:37
W20,2016-07-01,10:20:37
W20,2016-07-01,10:21:09
W20,2016-07-01,10:21:09
W20,2016-07-01,10:21:12
W20,2016-07-01,10:21:12
W20,2016-07-01,10:22:11
W20,2016-07-01,10:22:11
W20,2016-07-01,10:22:27
W20,2016-07-01,10:22:27
W20,2016-07-01,10:22:32
W20,2016-07-01,10:22:32
W20,2016-07-01,10:22:47
W20,2016-07-01,10:22:47
W20,2016-07-01,10:22:49
W20,2016-07-01,10:22:49
W20,2016-07-01,10:22:50
W20,2016-07-01,10:22:50
W20,2016-07-01,10:22:52
W20,2016-07-01,10:22:52
W20,2016-07-01,10:23:06
W20,2016-07-01,10:23:06
W20,2016-07-01,10:23:06
W20,2016-07-01,10:23:06
W20,2016-07-01,10:23:11
W20,2016-07-01,10:23:11
W20,2016-07-01,10:23:30
W20,2016-07-01,10:23:30
W20,2016-07-01,10:23:32
W20,2016-07-01,10:23:32
W20,2016-07-01,10:23:36
W20,2016-07-01,10:23:36
W20,2016-07-01,10:23:36
W20,2016-07-01,10:23:36
W20,2016-07-01,10:23:53
W20,2016-07-01,10:23:53
W20,2016-07-01,10:24:24
W20,2016-07-01,10:24:24
W20,2016-07-01,10:24:41
W20,2016-07-01,10:24:41
W20,2016-07-01,10:24:44
W20,2016-07-01,10:24:44
W20,2016-07-01,10:25:17
W20,2016-07-01,10:25:17
W20,2016-07-01,10:25:38
W20,2016-07-01,10:25:38
W20,2016-07-01,10:25:39
W20,2016-07-01,10:25:39
W20,2016-07-01,10:26:36
W20,2016-07-01,10:26:36
W20,2016-07-01,10:26:39
W20,2016-07-01,10:26:39
W20,2016-07-01,10:26:40
W20,2016-07-01,10:26:40
W20,2016-07-01,10:27:16
W20,2016-07-01,10:27:16
W20,2016-07-01,10:27:26
W20,2016-07-01,10:27:26
W20,2016-07-01,10:29:20
W20,2016-07-01,10:29:20
W20,2016-07-01,10:29:23
W20,2016-07-01,10:29:23
W20,2016-07-01,10:29:35
W20,2016-07-01,10:29:35
W20,2016-07-01,10:29:46
W20,2016-07-01,10:29:46
W20,2016-07-01,10:30:00
W20,2016-07-01,10:30:00
W20,2016-07-01,10:30:00
W20,2016-07-01,10:30:00
W20,2016-07-01,10:30:25
W20,2016-07-01,10:30:25
W20,2016-07-01,10:30:26
W20,2016-07-01,10:30:26
W20,2016-07-01,10:30:26
W20,2016-07-01,10:30:26
W20,2016-07-01,10:30:27
W20,2016-07-01,10:30:27
W20,2016-07-01,10:31:31
W20,2016-07-01,10:31:31
W20,2016-07-01,10:31:38
W20,2016-07-01,10:31:38
W20,2016-07-01,10:31:39
W20,2016-07-01,10:31:39
W20,2016-07-01,10:32:06
W20,2016-07-01,10:32:06
W20,2016-07-01,10:32:08
W20,2016-07-01,10:32:08
W20,2016-07-01,10:32:12
W20,2016-07-01,10:32:12
W20,2016-07-01,10:32:15
W20,2016-07-01,10:32:15
W20,2016-07-01,10:32:17
W20,2016-07-01,10:32:17
W20,2016-07-01,10:33:36
W20,2016-07-01,10:33:36
W20,2016-07-01,10:33:56
W20,2016-07-01,10:33:56
W20,2016-07-01,10:36:20
W20,2016-07-01,10:36:20
W20,2016-07-01,10:36:31
W20,2016-07-01,10:36:31
W20,2016-07-01,10:37:06
W20,2016-07-01,10:37:06
W20,2016-07-01,10:37:37
W20,2016-07-01,10:37:37
W20,2016-07-01,10:38:06
W20,2016-07-01,10:38:06
W20,2016-07-01,10:38:15
W20,2016-07-01,10:38:15
W20,2016-07-01,10:38:16
W20,2016-07-01,10:38:16
W20,2016-07-01,10:44:59
W20,2016-07-01,10:44:59
W20,2016-07-01,10:45:03
W20,2016-07-01,10:45:03
W20,2016-07-01,10:45:09
W20,2016-07-01,10:45:09
W20,2016-07-01,10:45:10
W20,2016-07-01,10:45:10
W20,2016-07-01,10:45:12
W20,2016-07-01,10:45:12
W20,2016-07-01,10:45:22
W20,2016-07-01,10:45:22
W20,2016-07-01,10:45:40
W20,2016-07-01,10:45:40
W20,2016-07-01,10:45:49
W20,2016-07-01,10:45:49
W20,2016-07-01,10:46:35
W20,2016-07-01,10:46:35
W20,2016-07-01,10:47:35
W20,2016-07-01,10:47:35
W20,2016-07-01,10:48:40
W20,2016-07-01,10:48:40
W20,2016-07-01,10:48:54
W20,2016-07-01,10:48:54
W20,2016-07-01,10:48:55
W20,2016-07-01,10:48:55
W20,2016-07-01,10:49:00
W20,2016-07-01,10:49:00
W20,2016-07-01,10:49:01
W20,2016-07-01,10:49:01
W20,2016-07-01,10:49:03
W20,2016-07-01,10:49:03
W20,2016-07-01,10:49:07
W20,2016-07-01,10:49:07
W20,2016-07-01,10:49:10
W20,2016-07-01,10:49:10
W20,2016-07-01,10:50:12
W20,2016-07-01,10:50:12
W20,2016-07-01,10:50:12
W20,2016-07-01,10:50:12
W20,2016-07-01,10:50:15
W20,2016-07-01,10:50:15
W20,2016-07-01,10:50:40
W20,2016-07-01,10:50:40
W20,2016-07-01,10:50:44
W20,2016-07-01,10:50:44
W20,2016-07-01,10:50:49
W20,2016-07-01,10:50:49
W20,2016-07-01,10:50:50
W20,2016-07-01,10:50:50
W20,2016-07-01,10:50:51
W20,2016-07-01,10:50:51
W20,2016-07-01,10:50:57
W20,2016-07-01,10:50:57
